Year,Jury or Televoting,From country,To country,Points
2005,J,Iceland,France,0
2005,J,Iceland,Germany,0
2005,J,Iceland,Greece,2
2005,J,Iceland,Hungary,6
2005,J,Iceland,Israel,0
2005,J,Iceland,Latvia,3
2005,J,Iceland,Malta,4
2005,J,Iceland,Moldova,8
2005,J,Iceland,Norway,12
2005,J,Iceland,Romania,5
2005,J,Iceland,Russia,0
2005,J,Iceland,Serbia & Montenegro,0
2005,J,Iceland,Spain,0
2005,J,Iceland,Sweden,0
2005,J,Iceland,Switzerland,7
2005,J,Iceland,Turkey,0
2005,J,Iceland,Ukraine,0
2005,J,Iceland,United Kingdom,0
2005,J,Ireland,Albania,0
2005,J,Ireland,Bosnia & Herzegovina,1
2005,J,Ireland,Croatia,0
2005,J,Ireland,Cyprus,0
2005,J,Ireland,Denmark,7
2005,J,Ireland,F.Y.R. Macedonia,0
2005,J,Ireland,France,0
2005,J,Ireland,Germany,0
2005,J,Ireland,Greece,2
2005,J,Ireland,Hungary,0
2005,J,Ireland,Israel,6
2005,J,Ireland,Latvia,12
2005,J,Ireland,Malta,10
2005,J,Ireland,Moldova,0
2005,J,Ireland,Norway,4
2005,J,Ireland,Romania,5
2005,J,Ireland,Russia,0
2005,J,Ireland,Serbia & Montenegro,0
2005,J,Ireland,Spain,0
2005,J,Ireland,Sweden,0
2005,J,Ireland,Switzerland,3
2005,J,Ireland,Turkey,0
2005,J,Ireland,Ukraine,0
2005,J,Ireland,United Kingdom,8
2005,J,Israel,Albania,0
2005,J,Israel,Bosnia & Herzegovina,0
2005,J,Israel,Croatia,0
2005,J,Israel,Cyprus,0
2005,J,Israel,Denmark,3
2005,J,Israel,F.Y.R. Macedonia,0
2005,J,Israel,France,5
2005,J,Israel,Germany,0
2005,J,Israel,Greece,7
2005,J,Israel,Hungary,8
2005,J,Israel,Latvia,6
2005,J,Israel,Malta,10
2005,J,Israel,Moldova,4
2005,J,Israel,Norway,1
2005,J,Israel,Romania,12
2005,J,Israel,Russia,0
2005,J,Israel,Serbia & Montenegro,0
2005,J,Israel,Spain,0
2005,J,Israel,Sweden,0
2005,J,Israel,Switzerland,2
2005,J,Israel,Turkey,0
2005,J,Israel,Ukraine,0
2005,J,Israel,United Kingdom,0
2005,J,Latvia,Albania,0
2005,J,Latvia,Bosnia & Herzegovina,0
2005,J,Latvia,Croatia,7
2005,J,Latvia,Cyprus,0
2005,J,Latvia,Denmark,4
2005,J,Latvia,F.Y.R. Macedonia,0
2005,J,Latvia,France,0
2005,J,Latvia,Germany,0
2005,J,Latvia,Greece,0
2005,J,Latvia,Hungary,3
2005,J,Latvia,Israel,2
2005,J,Latvia,Malta,5
2005,J,Latvia,Moldova,8
2005,J,Latvia,Norway,6
2005,J,Latvia,Romania,0
2005,J,Latvia,Russia,10
2005,J,Latvia,Serbia & Montenegro,1
2005,J,Latvia,Spain,0
2005,J,Latvia,Sweden,0
2005,J,Latvia,Switzerland,12
2005,J,Latvia,Turkey,0
2005,J,Latvia,Ukraine,0
2005,J,Latvia,United Kingdom,0
2005,J,Lithuania,Albania,0
2005,J,Lithuania,Bosnia & Herzegovina,0
2005,J,Lithuania,Croatia,6
2005,J,Lithuania,Cyprus,0
2005,J,Lithuania,Denmark,4
2005,J,Lithuania,F.Y.R. Macedonia,0
2005,J,Lithuania,France,0
2005,J,Lithuania,Germany,0
2005,J,Lithuania,Greece,1
2005,J,Lithuania,Hungary,0
2005,J,Lithuania,Israel,3
2005,J,Lithuania,Latvia,12
2005,J,Lithuania,Malta,2
2005,J,Lithuania,Moldova,10
2005,J,Lithuania,Norway,5
2005,J,Lithuania,Romania,0
2005,J,Lithuania,Russia,7
2005,J,Lithuania,Serbia & Montenegro,0
2005,J,Lithuania,Spain,0
2005,J,Lithuania,Sweden,0
2005,J,Lithuania,Switzerland,8
2005,J,Lithuania,Turkey,0
2005,J,Lithuania,Ukraine,0
2005,J,Lithuania,United Kingdom,0
2005,J,Malta,Albania,0
2005,J,Malta,Bosnia & Herzegovina,0
2005,J,Malta,Croatia,0
2005,J,Malta,Cyprus,12
2005,J,Malta,Denmark,3
2005,J,Malta,F.Y.R. Macedonia,0
2005,J,Malta,France,0
2005,J,Malta,Germany,0
2005,J,Malta,Greece,6
2005,J,Malta,Hungary,0
2005,J,Malta,Israel,8
2005,J,Malta,Latvia,10
2005,J,Malta,Moldova,2
2005,J,Malta,Norway,5
2005,J,Malta,Romania,7
2005,J,Malta,Russia,0
2005,J,Malta,Serbia & Montenegro,0
2005,J,Malta,Spain,0
2005,J,Malta,Sweden,0
2005,J,Malta,Switzerland,1
2005,J,Malta,Turkey,0
2005,J,Malta,Ukraine,0
2005,J,Malta,United Kingdom,4
2005,J,Moldova,Albania,0
2005,J,Moldova,Bosnia & Herzegovina,0
2005,J,Moldova,Croatia,0
2005,J,Moldova,Cyprus,0
2005,J,Moldova,Denmark,0
2005,J,Moldova,F.Y.R. Macedonia,0
2005,J,Moldova,France,0
2005,J,Moldova,Germany,2
2005,J,Moldova,Greece,4
2005,J,Moldova,Hungary,0
2005,J,Moldova,Israel,6
2005,J,Moldova,Latvia,12
2005,J,Moldova,Malta,0
2005,J,Moldova,Norway,3
2005,J,Moldova,Romania,7
2005,J,Moldova,Russia,10
2005,J,Moldova,Serbia & Montenegro,1
2005,J,Moldova,Spain,0
2005,J,Moldova,Sweden,5
2005,J,Moldova,Switzerland,0
2005,J,Moldova,Turkey,0
2005,J,Moldova,Ukraine,8
2005,J,Moldova,United Kingdom,0
2005,J,Monaco,Albania,0
2005,J,Monaco,Bosnia & Herzegovina,0
2005,J,Monaco,Croatia,7
2005,J,Monaco,Cyprus,0
2005,J,Monaco,Denmark,10
2005,J,Monaco,F.Y.R. Macedonia,1
2005,J,Monaco,France,0
2005,J,Monaco,Germany,2
2005,J,Monaco,Greece,0
2005,J,Monaco,Hungary,0
2005,J,Monaco,Israel,12
2005,J,Monaco,Latvia,0
2005,J,Monaco,Malta,5
2005,J,Monaco,Moldova,0
2005,J,Monaco,Norway,0
2005,J,Monaco,Romania,4
2005,J,Monaco,Russia,0
2005,J,Monaco,Serbia & Montenegro,6
2005,J,Monaco,Spain,0
2005,J,Monaco,Sweden,3
2005,J,Monaco,Switzerland,8
2005,J,Monaco,Turkey,0
2005,J,Monaco,Ukraine,0
2005,J,Monaco,United Kingdom,0
2005,J,Norway,Albania,0
2005,J,Norway,Bosnia & Herzegovina,7
2005,J,Norway,Croatia,2
2005,J,Norway,Cyprus,0
2005,J,Norway,Denmark,12
2005,J,Norway,F.Y.R. Macedonia,0
2005,J,Norway,France,0
2005,J,Norway,Germany,0
2005,J,Norway,Greece,4
2005,J,Norway,Hungary,0
2005,J,Norway,Israel,5
2005,J,Norway,Latvia,8
2005,J,Norway,Malta,10
2005,J,Norway,Moldova,0
2005,J,Norway,Romania,6
2005,J,Norway,Russia,0
2005,J,Norway,Serbia & Montenegro,0
2005,J,Norway,Spain,0
2005,J,Norway,Sweden,1
2005,J,Norway,Switzerland,3
2005,J,Norway,Turkey,0
2005,J,Norway,Ukraine,0
2005,J,Norway,United Kingdom,0
2005,J,Poland,Albania,0
2005,J,Poland,Bosnia & Herzegovina,0
2005,J,Poland,Croatia,2
2005,J,Poland,Cyprus,0
2005,J,Poland,Denmark,5
2005,J,Poland,F.Y.R. Macedonia,0
2005,J,Poland,France,0
2005,J,Poland,Germany,0
2005,J,Poland,Greece,1
2005,J,Poland,Hungary,10
2005,J,Poland,Israel,0
2005,J,Poland,Latvia,4
2005,J,Poland,Malta,0
2005,J,Poland,Moldova,3
2005,J,Poland,Norway,8
2005,J,Poland,Romania,7
2005,J,Poland,Russia,0
2005,J,Poland,Serbia & Montenegro,0
2005,J,Poland,Spain,0
2005,J,Poland,Sweden,0
2005,J,Poland,Switzerland,6
2005,J,Poland,Turkey,0
2005,J,Poland,Ukraine,12
2005,J,Poland,United Kingdom,0
2005,J,Portugal,Albania,0
2005,J,Portugal,Bosnia & Herzegovina,0
2005,J,Portugal,Croatia,0
2005,J,Portugal,Cyprus,0
2005,J,Portugal,Denmark,1
2005,J,Portugal,F.Y.R. Macedonia,0
2005,J,Portugal,France,0
2005,J,Portugal,Germany,0
2005,J,Portugal,Greece,3
2005,J,Portugal,Hungary,2
2005,J,Portugal,Israel,5
2005,J,Portugal,Latvia,6
2005,J,Portugal,Malta,0
2005,J,Portugal,Moldova,10
2005,J,Portugal,Norway,0
2005,J,Portugal,Romania,12
2005,J,Portugal,Russia,0
2005,J,Portugal,Serbia & Montenegro,0
2005,J,Portugal,Spain,8
2005,J,Portugal,Sweden,0
2005,J,Portugal,Switzerland,4
2005,J,Portugal,Turkey,0
2005,J,Portugal,Ukraine,7
2005,J,Portugal,United Kingdom,0
2005,J,Romania,Albania,0
2005,J,Romania,Bosnia & Herzegovina,0
2005,J,Romania,Croatia,5
2005,J,Romania,Cyprus,1
2005,J,Romania,Denmark,4
2005,J,Romania,F.Y.R. Macedonia,0
2005,J,Romania,France,0
2005,J,Romania,Germany,0
2005,J,Romania,Greece,10
2005,J,Romania,Hungary,8
2005,J,Romania,Israel,7
2005,J,Romania,Latvia,0
2005,J,Romania,Malta,2
2005,J,Romania,Moldova,12
2005,J,Romania,Norway,0
2005,J,Romania,Russia,0
2005,J,Romania,Serbia & Montenegro,6
2005,J,Romania,Spain,0
2005,J,Romania,Sweden,0
2005,J,Romania,Switzerland,0
2005,J,Romania,Turkey,3
2005,J,Romania,Ukraine,0
2005,J,Romania,United Kingdom,0
2005,J,Russia,Albania,0
2005,J,Russia,Bosnia & Herzegovina,0
2005,J,Russia,Croatia,1
2005,J,Russia,Cyprus,0
2005,J,Russia,Denmark,0
2005,J,Russia,F.Y.R. Macedonia,0
2005,J,Russia,France,0
2005,J,Russia,Germany,0
2005,J,Russia,Greece,4
2005,J,Russia,Hungary,3
2005,J,Russia,Israel,8
2005,J,Russia,Latvia,5
2005,J,Russia,Malta,12
2005,J,Russia,Moldova,10
2005,J,Russia,Norway,0
2005,J,Russia,Romania,0
2005,J,Russia,Serbia & Montenegro,6
2005,J,Russia,Spain,0
2005,J,Russia,Sweden,0
2005,J,Russia,Switzerland,7
2005,J,Russia,Turkey,0
2005,J,Russia,Ukraine,2
2005,J,Russia,United Kingdom,0
2005,J,Serbia & Montenegro,Albania,8
2005,J,Serbia & Montenegro,Bosnia & Herzegovina,4
2005,J,Serbia & Montenegro,Croatia,10
2005,J,Serbia & Montenegro,Cyprus,1
2005,J,Serbia & Montenegro,Denmark,0
2005,J,Serbia & Montenegro,F.Y.R. Macedonia,7
2005,J,Serbia & Montenegro,France,0
2005,J,Serbia & Montenegro,Germany,0
2005,J,Serbia & Montenegro,Greece,12
2005,J,Serbia & Montenegro,Hungary,6
2005,J,Serbia & Montenegro,Israel,0
2005,J,Serbia & Montenegro,Latvia,0
2005,J,Serbia & Montenegro,Malta,0
2005,J,Serbia & Montenegro,Moldova,5
2005,J,Serbia & Montenegro,Norway,2
2005,J,Serbia & Montenegro,Romania,3
2005,J,Serbia & Montenegro,Russia,0
2005,J,Serbia & Montenegro,Spain,0
2005,J,Serbia & Montenegro,Sweden,0
2005,J,Serbia & Montenegro,Switzerland,0
2005,J,Serbia & Montenegro,Turkey,0
2005,J,Serbia & Montenegro,Ukraine,0
2005,J,Serbia & Montenegro,United Kingdom,0
2005,J,Slovenia,Albania,0
2005,J,Slovenia,Bosnia & Herzegovina,8
2005,J,Slovenia,Croatia,12
2005,J,Slovenia,Cyprus,0
2005,J,Slovenia,Denmark,0
2005,J,Slovenia,F.Y.R. Macedonia,5
2005,J,Slovenia,France,0
2005,J,Slovenia,Germany,0
2005,J,Slovenia,Greece,2
2005,J,Slovenia,Hungary,0
2005,J,Slovenia,Israel,0
2005,J,Slovenia,Latvia,7
2005,J,Slovenia,Malta,1
2005,J,Slovenia,Moldova,3
2005,J,Slovenia,Norway,4
2005,J,Slovenia,Romania,0
2005,J,Slovenia,Russia,0
2005,J,Slovenia,Serbia & Montenegro,10
2005,J,Slovenia,Spain,0
2005,J,Slovenia,Sweden,0
2005,J,Slovenia,Switzerland,6
2005,J,Slovenia,Turkey,0
2005,J,Slovenia,Ukraine,0
2005,J,Slovenia,United Kingdom,0
2005,J,Spain,Albania,0
2005,J,Spain,Bosnia & Herzegovina,0
2005,J,Spain,Croatia,0
2005,J,Spain,Cyprus,0
2005,J,Spain,Denmark,10
2005,J,Spain,F.Y.R. Macedonia,0
2005,J,Spain,France,0
2005,J,Spain,Germany,0
2005,J,Spain,Greece,8
2005,J,Spain,Hungary,5
2005,J,Spain,Israel,6
2005,J,Spain,Latvia,0
2005,J,Spain,Malta,7
2005,J,Spain,Moldova,4
2005,J,Spain,Norway,3
2005,J,Spain,Romania,12
2005,J,Spain,Russia,0
2005,J,Spain,Serbia & Montenegro,0
2005,J,Spain,Sweden,2
2005,J,Spain,Switzerland,0
2005,J,Spain,Turkey,0
2005,J,Spain,Ukraine,1
2005,J,Spain,United Kingdom,0
2005,J,Sweden,Albania,0
2005,J,Sweden,Bosnia & Herzegovina,7
2005,J,Sweden,Croatia,0
2005,J,Sweden,Cyprus,0
2005,J,Sweden,Denmark,10
2005,J,Sweden,F.Y.R. Macedonia,0
2005,J,Sweden,France,0
2005,J,Sweden,Germany,0
2005,J,Sweden,Greece,12
2005,J,Sweden,Hungary,0
2005,J,Sweden,Israel,1
2005,J,Sweden,Latvia,3
2005,J,Sweden,Malta,6
2005,J,Sweden,Moldova,0
2005,J,Sweden,Norway,8
2005,J,Sweden,Romania,2
2005,J,Sweden,Russia,0
2005,J,Sweden,Serbia & Montenegro,4
2005,J,Sweden,Spain,0
2005,J,Sweden,Switzerland,5
2005,J,Sweden,Turkey,0
2005,J,Sweden,Ukraine,0
2005,J,Sweden,United Kingdom,0
2005,J,Switzerland,Albania,10
2005,J,Switzerland,Bosnia & Herzegovina,5
2005,J,Switzerland,Croatia,8
2005,J,Switzerland,Cyprus,0
2005,J,Switzerland,Denmark,0
2005,J,Switzerland,F.Y.R. Macedonia,2
2005,J,Switzerland,France,0
2005,J,Switzerland,Germany,0
2005,J,Switzerland,Greece,7
2005,J,Switzerland,Hungary,0
2005,J,Switzerland,Israel,1
2005,J,Switzerland,Latvia,0
2005,J,Switzerland,Malta,3
2005,J,Switzerland,Moldova,0
2005,J,Switzerland,Norway,0
2005,J,Switzerland,Romania,0
2005,J,Switzerland,Russia,0
2005,J,Switzerland,Serbia & Montenegro,12
2005,J,Switzerland,Spain,4
2005,J,Switzerland,Sweden,0
2005,J,Switzerland,Turkey,6
2005,J,Switzerland,Ukraine,0
2005,J,Switzerland,United Kingdom,0
2005,J,The Netherlands,Albania,0
2005,J,The Netherlands,Bosnia & Herzegovina,6
2005,J,The Netherlands,Croatia,2
2005,J,The Netherlands,Cyprus,0
2005,J,The Netherlands,Denmark,8
2005,J,The Netherlands,F.Y.R. Macedonia,0
2005,J,The Netherlands,France,0
2005,J,The Netherlands,Germany,0
2005,J,The Netherlands,Greece,10
2005,J,The Netherlands,Hungary,0
2005,J,The Netherlands,Israel,7
2005,J,The Netherlands,Latvia,0
2005,J,The Netherlands,Malta,5
2005,J,The Netherlands,Moldova,0
2005,J,The Netherlands,Norway,1
2005,J,The Netherlands,Romania,3
2005,J,The Netherlands,Russia,0
2005,J,The Netherlands,Serbia & Montenegro,4
2005,J,The Netherlands,Spain,0
2005,J,The Netherlands,Sweden,0
2005,J,The Netherlands,Switzerland,0
2005,J,The Netherlands,Turkey,12
2005,J,The Netherlands,Ukraine,0
2005,J,The Netherlands,United Kingdom,0
2005,J,Turkey,Albania,2
2005,J,Turkey,Bosnia & Herzegovina,10
2005,J,Turkey,Croatia,0
2005,J,Turkey,Cyprus,0
2005,J,Turkey,Denmark,0
2005,J,Turkey,F.Y.R. Macedonia,5
2005,J,Turkey,France,0
2005,J,Turkey,Germany,0
2005,J,Turkey,Greece,12
2005,J,Turkey,Hungary,6
2005,J,Turkey,Israel,3
2005,J,Turkey,Latvia,0
2005,J,Turkey,Malta,8
2005,J,Turkey,Moldova,7
2005,J,Turkey,Norway,0
2005,J,Turkey,Romania,4
2005,J,Turkey,Russia,0
2005,J,Turkey,Serbia & Montenegro,0
2005,J,Turkey,Spain,0
2005,J,Turkey,Sweden,0
2005,J,Turkey,Switzerland,0
2005,J,Turkey,Ukraine,0
2005,J,Turkey,United Kingdom,1
2005,J,Ukraine,Albania,0
2005,J,Ukraine,Bosnia & Herzegovina,0
2005,J,Ukraine,Croatia,8
2005,J,Ukraine,Cyprus,0
2005,J,Ukraine,Denmark,0
2005,J,Ukraine,F.Y.R. Macedonia,0
2005,J,Ukraine,France,0
2005,J,Ukraine,Germany,0
2005,J,Ukraine,Greece,0
2005,J,Ukraine,Hungary,2
2005,J,Ukraine,Israel,7
2005,J,Ukraine,Latvia,1
2005,J,Ukraine,Malta,10
2005,J,Ukraine,Moldova,12
2005,J,Ukraine,Norway,6
2005,J,Ukraine,Romania,0
2005,J,Ukraine,Russia,4
2005,J,Ukraine,Serbia & Montenegro,3
2005,J,Ukraine,Spain,0
2005,J,Ukraine,Sweden,0
2005,J,Ukraine,Switzerland,5
2005,J,Ukraine,Turkey,0
2005,J,Ukraine,United Kingdom,0
2005,J,United Kingdom,Albania,0
2005,J,United Kingdom,Bosnia & Herzegovina,4
2005,J,United Kingdom,Croatia,0
2005,J,United Kingdom,Cyprus,3
2005,J,United Kingdom,Denmark,8
2005,J,United Kingdom,F.Y.R. Macedonia,0
2005,J,United Kingdom,France,0
2005,J,United Kingdom,Germany,0
2005,J,United Kingdom,Greece,12
2005,J,United Kingdom,Hungary,0
2005,J,United Kingdom,Israel,7
2005,J,United Kingdom,Latvia,6
2005,J,United Kingdom,Malta,10
2005,J,United Kingdom,Moldova,2
2005,J,United Kingdom,Norway,5
2005,J,United Kingdom,Romania,0
2005,J,United Kingdom,Russia,0
2005,J,United Kingdom,Serbia & Montenegro,0
2005,J,United Kingdom,Spain,0
2005,J,United Kingdom,Sweden,0
2005,J,United Kingdom,Switzerland,0
2005,J,United Kingdom,Turkey,1
2005,J,United Kingdom,Ukraine,0
2006,J,Albania,Armenia,0
2006,J,Albania,Bosnia & Herzegovina,12
2006,J,Albania,Croatia,0
2006,J,Albania,Denmark,0
2006,J,Albania,F.Y.R. Macedonia,3
2006,J,Albania,Finland,0
2006,J,Albania,France,0
2006,J,Albania,Germany,5
2006,J,Albania,Greece,8
2006,J,Albania,Ireland,0
2006,J,Albania,Israel,0
2006,J,Albania,Latvia,0
2006,J,Albania,Lithuania,0
2006,J,Albania,Malta,1
2006,J,Albania,Moldova,0
2006,J,Albania,Norway,0
2006,J,Albania,Romania,2
2006,J,Albania,Russia,4
2006,J,Albania,Spain,6
2006,J,Albania,Sweden,10
2006,J,Albania,Switzerland,0
2006,J,Albania,Turkey,7
2006,J,Albania,Ukraine,0
2006,J,Albania,United Kingdom,0
2006,J,Andorra,Armenia,0
2006,J,Andorra,Bosnia & Herzegovina,0
2006,J,Andorra,Croatia,0
2006,J,Andorra,Denmark,0
2006,J,Andorra,F.Y.R. Macedonia,0
2006,J,Andorra,Finland,10
2006,J,Andorra,France,0
2006,J,Andorra,Germany,0
2006,J,Andorra,Greece,1
2006,J,Andorra,Ireland,4
2006,J,Andorra,Israel,0
2006,J,Andorra,Latvia,0
2006,J,Andorra,Lithuania,7
2006,J,Andorra,Malta,0
2006,J,Andorra,Moldova,0
2006,J,Andorra,Norway,0
2006,J,Andorra,Romania,3
2006,J,Andorra,Russia,6
2006,J,Andorra,Spain,12
2006,J,Andorra,Sweden,8
2006,J,Andorra,Switzerland,0
2006,J,Andorra,Turkey,0
2006,J,Andorra,Ukraine,5
2006,J,Andorra,United Kingdom,2
2006,J,Armenia,Bosnia & Herzegovina,5
2006,J,Armenia,Croatia,0
2006,J,Armenia,Denmark,0
2006,J,Armenia,F.Y.R. Macedonia,7
2006,J,Armenia,Finland,0
2006,J,Armenia,France,2
2006,J,Armenia,Germany,0
2006,J,Armenia,Greece,8
2006,J,Armenia,Ireland,3
2006,J,Armenia,Israel,0
2006,J,Armenia,Latvia,0
2006,J,Armenia,Lithuania,0
2006,J,Armenia,Malta,0
2006,J,Armenia,Moldova,0
2006,J,Armenia,Norway,1
2006,J,Armenia,Romania,4
2006,J,Armenia,Russia,12
2006,J,Armenia,Spain,0
2006,J,Armenia,Sweden,6
2006,J,Armenia,Switzerland,0
2006,J,Armenia,Turkey,0
2006,J,Armenia,Ukraine,10
2006,J,Armenia,United Kingdom,0
2006,J,Belarus,Armenia,8
2006,J,Belarus,Bosnia & Herzegovina,4
2006,J,Belarus,Croatia,0
2006,J,Belarus,Denmark,0
2006,J,Belarus,F.Y.R. Macedonia,0
2006,J,Belarus,Finland,7
2006,J,Belarus,France,0
2006,J,Belarus,Germany,0
2006,J,Belarus,Greece,2
2006,J,Belarus,Ireland,0
2006,J,Belarus,Israel,0
2006,J,Belarus,Latvia,0
2006,J,Belarus,Lithuania,6
2006,J,Belarus,Malta,0
2006,J,Belarus,Moldova,0
2006,J,Belarus,Norway,1
2006,J,Belarus,Romania,3
2006,J,Belarus,Russia,12
2006,J,Belarus,Spain,0
2006,J,Belarus,Sweden,5
2006,J,Belarus,Switzerland,0
2006,J,Belarus,Turkey,0
2006,J,Belarus,Ukraine,10
2006,J,Belarus,United Kingdom,0
2006,J,Belgium,Armenia,12
2006,J,Belgium,Bosnia & Herzegovina,6
2006,J,Belgium,Croatia,0
2006,J,Belgium,Denmark,0
2006,J,Belgium,F.Y.R. Macedonia,0
2006,J,Belgium,Finland,8
2006,J,Belgium,France,0
2006,J,Belgium,Germany,1
2006,J,Belgium,Greece,10
2006,J,Belgium,Ireland,0
2006,J,Belgium,Israel,0
2006,J,Belgium,Latvia,0
2006,J,Belgium,Lithuania,4
2006,J,Belgium,Malta,0
2006,J,Belgium,Moldova,0
2006,J,Belgium,Norway,0
2006,J,Belgium,Romania,2
2006,J,Belgium,Russia,3
2006,J,Belgium,Spain,0
2006,J,Belgium,Sweden,5
2006,J,Belgium,Switzerland,0
2006,J,Belgium,Turkey,7
2006,J,Belgium,Ukraine,0
2006,J,Belgium,United Kingdom,0
2006,J,Bosnia & Herzegovina,Armenia,0
2006,J,Bosnia & Herzegovina,Croatia,12
2006,J,Bosnia & Herzegovina,Denmark,0
2006,J,Bosnia & Herzegovina,F.Y.R. Macedonia,8
2006,J,Bosnia & Herzegovina,Finland,7
2006,J,Bosnia & Herzegovina,France,0
2006,J,Bosnia & Herzegovina,Germany,0
2006,J,Bosnia & Herzegovina,Greece,1
2006,J,Bosnia & Herzegovina,Ireland,0
2006,J,Bosnia & Herzegovina,Israel,0
2006,J,Bosnia & Herzegovina,Latvia,0
2006,J,Bosnia & Herzegovina,Lithuania,0
2006,J,Bosnia & Herzegovina,Malta,0
2006,J,Bosnia & Herzegovina,Moldova,0
2006,J,Bosnia & Herzegovina,Norway,0
2006,J,Bosnia & Herzegovina,Romania,2
2006,J,Bosnia & Herzegovina,Russia,6
2006,J,Bosnia & Herzegovina,Spain,0
2006,J,Bosnia & Herzegovina,Sweden,3
2006,J,Bosnia & Herzegovina,Switzerland,4
2006,J,Bosnia & Herzegovina,Turkey,10
2006,J,Bosnia & Herzegovina,Ukraine,5
2006,J,Bosnia & Herzegovina,United Kingdom,0
2006,J,Bulgaria,Armenia,8
2006,J,Bulgaria,Bosnia & Herzegovina,7
2006,J,Bulgaria,Croatia,0
2006,J,Bulgaria,Denmark,0
2006,J,Bulgaria,F.Y.R. Macedonia,6
2006,J,Bulgaria,Finland,5
2006,J,Bulgaria,France,0
2006,J,Bulgaria,Germany,0
2006,J,Bulgaria,Greece,12
2006,J,Bulgaria,Ireland,0
2006,J,Bulgaria,Israel,0
2006,J,Bulgaria,Latvia,0
2006,J,Bulgaria,Lithuania,1
2006,J,Bulgaria,Malta,0
2006,J,Bulgaria,Moldova,0
2006,J,Bulgaria,Norway,0
2006,J,Bulgaria,Romania,2
2006,J,Bulgaria,Russia,10
2006,J,Bulgaria,Spain,0
2006,J,Bulgaria,Sweden,0
2006,J,Bulgaria,Switzerland,0
2006,J,Bulgaria,Turkey,4
2006,J,Bulgaria,Ukraine,3
2006,J,Bulgaria,United Kingdom,0
2006,J,Croatia,Armenia,0
2006,J,Croatia,Bosnia & Herzegovina,12
2006,J,Croatia,Denmark,0
2006,J,Croatia,F.Y.R. Macedonia,8
2006,J,Croatia,Finland,10
2006,J,Croatia,France,0
2006,J,Croatia,Germany,0
2006,J,Croatia,Greece,0
2006,J,Croatia,Ireland,2
2006,J,Croatia,Israel,0
2006,J,Croatia,Latvia,0
2006,J,Croatia,Lithuania,6
2006,J,Croatia,Malta,0
2006,J,Croatia,Moldova,0
2006,J,Croatia,Norway,0
2006,J,Croatia,Romania,5
2006,J,Croatia,Russia,7
2006,J,Croatia,Spain,0
2006,J,Croatia,Sweden,3
2006,J,Croatia,Switzerland,0
2006,J,Croatia,Turkey,0
2006,J,Croatia,Ukraine,4
2006,J,Croatia,United Kingdom,1
2006,J,Cyprus,Armenia,7
2006,J,Cyprus,Bosnia & Herzegovina,2
2006,J,Cyprus,Croatia,0
2006,J,Cyprus,Denmark,0
2006,J,Cyprus,F.Y.R. Macedonia,0
2006,J,Cyprus,Finland,5
2006,J,Cyprus,France,0
2006,J,Cyprus,Germany,0
2006,J,Cyprus,Greece,12
2006,J,Cyprus,Ireland,0
2006,J,Cyprus,Israel,0
2006,J,Cyprus,Latvia,0
2006,J,Cyprus,Lithuania,4
2006,J,Cyprus,Malta,0
2006,J,Cyprus,Moldova,0
2006,J,Cyprus,Norway,0
2006,J,Cyprus,Romania,10
2006,J,Cyprus,Russia,8
2006,J,Cyprus,Spain,0
2006,J,Cyprus,Sweden,0
2006,J,Cyprus,Switzerland,3
2006,J,Cyprus,Turkey,0
2006,J,Cyprus,Ukraine,6
2006,J,Cyprus,United Kingdom,1
2006,J,Denmark,Armenia,0
2006,J,Denmark,Bosnia & Herzegovina,8
2006,J,Denmark,Croatia,0
2006,J,Denmark,F.Y.R. Macedonia,0
2006,J,Denmark,Finland,12
2006,J,Denmark,France,0
2006,J,Denmark,Germany,3
2006,J,Denmark,Greece,0
2006,J,Denmark,Ireland,5
2006,J,Denmark,Israel,0
2006,J,Denmark,Latvia,0
2006,J,Denmark,Lithuania,7
2006,J,Denmark,Malta,0
2006,J,Denmark,Moldova,0
2006,J,Denmark,Norway,1
2006,J,Denmark,Romania,6
2006,J,Denmark,Russia,2
2006,J,Denmark,Spain,0
2006,J,Denmark,Sweden,10
2006,J,Denmark,Switzerland,0
2006,J,Denmark,Turkey,0
2006,J,Denmark,Ukraine,0
2006,J,Denmark,United Kingdom,4
2006,J,Estonia,Armenia,0
2006,J,Estonia,Bosnia & Herzegovina,0
2006,J,Estonia,Croatia,0
2006,J,Estonia,Denmark,1
2006,J,Estonia,F.Y.R. Macedonia,0
2006,J,Estonia,Finland,12
2006,J,Estonia,France,0
2006,J,Estonia,Germany,0
2006,J,Estonia,Greece,0
2006,J,Estonia,Ireland,6
2006,J,Estonia,Israel,0
2006,J,Estonia,Latvia,3
2006,J,Estonia,Lithuania,8
2006,J,Estonia,Malta,0
2006,J,Estonia,Moldova,0
2006,J,Estonia,Norway,0
2006,J,Estonia,Romania,4
2006,J,Estonia,Russia,10
2006,J,Estonia,Spain,0
2006,J,Estonia,Sweden,7
2006,J,Estonia,Switzerland,0
2006,J,Estonia,Turkey,0
2006,J,Estonia,Ukraine,5
2006,J,Estonia,United Kingdom,2
2006,J,F.Y.R. Macedonia,Armenia,0
2006,J,F.Y.R. Macedonia,Bosnia & Herzegovina,12
2006,J,F.Y.R. Macedonia,Croatia,10
2006,J,F.Y.R. Macedonia,Denmark,0
